PDB ID,PDB Chain Id,Protein,Source Organism,Protein length,Experimental Methods,Resolution (Å),Oligomeric State,Chain 1,Chain 2,Category,BSA_complex,BSA_chain1,BSA_chain2,FNP_complex,FNP_chain1,FNP_chain2,FBU_complex,FBU_chain1,FBU_chain2,LD_complex,LD_chain1,LD_chain2
8B4B,WXYZ:LM,Cholera toxin transcriptional activator,V. cholerae serotype O1,110,X,1.75,Monomer tandem repeat,Y,Z,Protein-Protein,600.39,278.4,321.99,46.68,54.66,39.78,1.56,0.0,3.23,35.62,19.03,17.48
8EJO,AB:CD,Homeobox domain-containing protein,O. anatinus,71,X,2.67,Homodimer,A,B,Protein-Protein,664.38,331.32,333.06,50.11,47.55,52.66,14.71,15.15,14.29,37.12,18.06,19.14
8HML,AB:DC,DNA-binding response OmpR family regulator,S. erythraea,143,X,2.95,Monomer tandem repeat,A,B,Protein-Protein,469.22,234.28,234.94,66.14,69.05,63.23,25.45,26.67,24.0,39.67,21.67,18.32
8J0K,AB:CD,Transcription factor AP-2-alpha,H. sapiens,219,X,2.1,Homodimer,A,B,Protein-Protein,5937.59,2982.02,2955.57,80.45,79.23,81.67,53.62,54.74,52.52,93.5,49.35,48.99
8K4L,A:C,Nuclear respiratory factor 1,H. sapiens,109,X,2.3,Homodimer,A,B,Protein-Protein,4780.71,2360.68,2420.03,69.43,70.53,68.35,44.57,42.49,46.7,104.15,51.1,56.78
8K86,AB:CD,Nuclear factor interleukin-3-regulated protein,H. sapiens,73,X,2.06,Homodimer,A,B,Protein-Protein,1716.61,861.43,855.18,78.7,79.39,78.01,32.89,32.0,33.78,57.14,28.43,30.49
8PW0,A:B,"Iron dependent repressor, putative",D. radiodurans,148,X,2.2,Homodimer,A,B,Protein-Protein,1631.56,804.23,827.33,55.08,70.97,39.63,26.06,22.22,29.03,77.5,38.44,41.14
8UVK,AB:CD,DNA-binding response regulator,,224,X,2.21,Homodimer,A,B,Protein-Protein,2428.42,1210.49,1217.93,47.87,47.87,47.87,26.4,26.4,26.4,64.11,33.71,32.98
8YEY,CA:DB,Activating signal cointegrator 1,H. sapiens,148,X,2.0,Monomer,A,C,Protein-Protein,1282.07,640.11,641.96,54.95,54.61,55.28,22.96,22.86,23.08,66.24,35.37,33.2
2K1N,ABCD:EF,AbrB family transcriptional regulator,B. subtilis,55,N,,Homodimer,A,B,Protein-Protein,4204.61,2053.54,2151.07,39.92,41.21,38.69,39.81,41.87,37.8,127.29,66.84,60.08
1C9S,ABCDEFGHIJKLMNOPQRSTUV:,TRP RNA-BINDING ATTENUATION PROTEIN,G. stearothermophilus,74,X,1.9,Homo 11-mer,L,W,Protein-Protein,1050.02,501.97,548.05,43.91,55.77,33.05,34.43,38.98,30.16,74.57,37.32,38.7
4GHA,ACEG:IJ,Polymerase cofactor VP35,O. marburgense,146,N,,Homo 4-mer,A,G,Protein-Protein,722.23,346.84,375.39,68.93,69.15,68.73,13.16,15.38,10.81,48.66,25.85,23.57
4GHA,ACEG:IJ,Polymerase cofactor VP35,O. marburgense,146,N,,Homo 4-mer,A,C,Protein-Protein,242.17,119.81,122.36,31.09,39.49,22.88,3.57,0.0,6.25,25.5,10.0,14.88
4GHA,ACEG:IJ,Polymerase cofactor VP35,O. marburgense,146,N,,Homo 4-mer,C,E,Protein-Protein,720.29,373.57,346.72,69.28,69.04,69.55,14.47,10.81,17.95,49.05,23.51,26.36
4GHA,ACEG:IJ,Polymerase cofactor VP35,O. marburgense,146,N,,Homo 4-mer,E,G,Protein-Protein,650.37,338.64,311.73,70.3,69.55,71.12,16.67,15.15,17.95,44.28,20.61,25.13
5M3H,ABCXY:RV,Polymerase acidic protein+Polymerase basic protein 2+RNA-directed RNA polymerase catalytic subunit+TYR-SER-PRO-THR-SEP-PRO,H. sapiens,28+728+776+797,X,2.5,Hetero 5-mer,A,B,Protein-Protein,6542.04,3417.73,3124.31,64.52,70.63,57.83,39.72,39.3,40.06,86.57,41.66,47.26
5M3H,ABCXY:RV,Polymerase acidic protein+Polymerase basic protein 2+RNA-directed RNA polymerase catalytic subunit+TYR-SER-PRO-THR-SEP-PRO,H. sapiens,28+728+776+797,X,2.5,Hetero 5-mer,A,C,Protein-Protein,594.71,294.77,299.94,49.35,45.37,53.27,31.88,34.21,29.03,50.61,29.89,22.13
5M3H,ABCXY:RV,Polymerase acidic protein+Polymerase basic protein 2+RNA-directed RNA polymerase catalytic subunit+TYR-SER-PRO-THR-SEP-PRO,H. sapiens,28+728+776+797,X,2.5,Hetero 5-mer,B,C,Protein-Protein,3524.29,1769.72,1754.57,63.97,60.02,67.95,31.31,32.09,30.28,71.5,40.29,35.07
6FHI,ABCX:RV,Polymerase acidic protein+Polymerase basic protein 2+RNA-directed RNA polymerase catalytic subunit+TYR-SER-PRO-THR-SEP-PRO,"H. sapiens,Influenza A virus",738+776+809+19,N,,Hetero 4-mer,A,B,Protein-Protein,6515.04,3419.34,3095.7,64.5,70.86,57.46,40.47,38.49,42.09,87.86,42.81,47.75
6FHI,ABCX:RV,Polymerase acidic protein+Polymerase basic protein 2+RNA-directed RNA polymerase catalytic subunit+TYR-SER-PRO-THR-SEP-PRO,"H. sapiens,Influenza A virus",738+776+809+19,N,,Hetero 4-mer,A,C,Protein-Protein,607.02,306.21,300.81,48.68,48.39,48.98,31.51,31.82,31.03,53.1,32.68,20.48
6FHI,ABCX:RV,Polymerase acidic protein+Polymerase basic protein 2+RNA-directed RNA polymerase catalytic subunit+TYR-SER-PRO-THR-SEP-PRO,"H. sapiens,Influenza A virus",738+776+809+19,N,,Hetero 4-mer,B,C,Protein-Protein,2978.7,1551.0,1427.7,61.42,61.44,61.39,25.25,25.56,24.79,63.88,38.06,28.71
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,A,B,Protein-Protein,19399.43,9574.7,9824.73,62.21,64.18,60.3,42.23,42.09,42.37,111.24,55.13,61.72
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,A,C,Protein-Protein,469.42,233.16,236.26,66.29,74.77,57.93,12.77,20.83,4.35,40.64,20.25,21.13
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,A,D,Protein-Protein,618.92,311.59,307.33,39.48,36.7,42.3,7.46,7.69,7.14,38.57,20.05,19.14
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,A,E,Protein-Protein,4275.7,2098.94,2176.76,58.65,63.89,53.59,35.12,34.87,35.41,102.88,51.33,55.97
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,A,F,Protein-Protein,3849.98,1962.16,1887.82,69.67,69.49,69.87,32.01,27.5,36.45,91.5,41.48,53.06
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,A,G,Protein-Protein,1441.24,745.37,695.87,75.06,72.27,78.04,28.57,22.22,33.71,70.65,26.81,46.31
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,A,H,Protein-Protein,2649.9,1296.01,1353.89,67.94,71.97,64.08,46.76,45.04,48.3,89.56,45.82,48.19
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,A,I,Protein-Protein,3102.09,1555.24,1546.85,58.84,54.58,63.13,32.51,35.8,29.19,75.49,38.9,39.39
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,A,K,Protein-Protein,1709.33,861.65,847.68,64.17,63.76,64.58,31.76,32.63,30.67,64.33,36.69,29.04
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,A,M,Protein-Protein,189.02,104.21,84.81,42.73,23.45,66.42,0.0,0.0,0.0,21.22,8.0,12.86
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,A,W,Protein-Protein,451.46,229.9,221.56,38.4,41.86,34.8,12.0,8.33,15.38,33.96,15.0,20.54
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,B,C,Protein-Protein,1313.88,677.54,636.34,54.5,47.13,62.34,26.58,26.32,26.98,51.53,26.93,27.17
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,B,D,Protein-Protein,564.78,271.6,293.18,49.07,52.22,46.16,12.5,18.18,6.45,46.31,23.21,23.94
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,B,F,Protein-Protein,98.18,45.62,52.56,55.75,32.75,75.72,0.0,0.0,0.0,9.0,4.0,4.0
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,B,G,Protein-Protein,71.73,36.6,35.13,54.94,50.57,59.49,0.0,0.0,0.0,5.17,1.6,2.57
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,B,H,Protein-Protein,13.34,6.68,6.66,34.93,32.19,37.69,0.0,0.0,0.0,3.0,1.0,1.0
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,B,I,Protein-Protein,3017.81,1545.08,1472.73,55.84,54.53,57.22,17.68,12.99,21.84,64.48,29.18,38.64
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,B,J,Protein-Protein,2242.38,1053.28,1189.1,69.56,66.8,72.01,51.15,51.82,50.0,69.86,39.87,32.33
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,B,K,Protein-Protein,753.6,366.82,386.78,61.53,52.63,69.97,8.22,6.98,10.0,28.63,17.21,12.4
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,B,L,Protein-Protein,1950.99,905.72,1045.27,59.93,57.41,62.12,30.16,33.33,26.19,66.67,35.87,33.71
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,B,M,Protein-Protein,1021.08,499.85,521.23,60.8,62.42,59.25,19.81,22.81,16.33,56.51,30.46,27.76
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,B,W,Protein-Protein,730.45,358.24,372.21,47.95,53.32,42.78,18.57,22.22,14.71,50.69,26.78,25.18
5XOG,ABCDEFGHIJKLMW:TN,"DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit+DNA-directed RNA polymerase subunit beta+RNA polymerase II subunit+RNA polymerase II subunit B12.5+RNA polymerase II subunit B32+RNA polymerase II third largest subunit B44, part of central core+RNA polymerase subunit ABC10-alpha+RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC23, common to RNA polymerases I, II, and III+RNA polymerase subunit ABC27, common to RNA polymerases I, II, and III+Spt4/5 complex component+Transcription elongation factor 1 homolog",K. phaffii ,115+118+1227+145+155+171+1743+186+214+304+72+83+85,X,3.0,Hetero 14-mer,E,F,Protein-Protein,184.44,102.76,81.68,57.25,42.38,75.95,4.55,0.0,6.67,20.64,5.71,14.0
5ZX2,ABCDEF:GH,DNA-directed RNA polymerase subunit alpha+DNA-directed RNA polymerase subunit beta+DNA-directed RNA polymerase subunit beta'+DNA-directed RNA polymerase subunit omega+ECF RNA polymerase sigma factor SigH,M. tuberculosis ,110+1174+1317+218+368,X,2.8,Hetero 6-mer,A,C,Protein-Protein,3851.05,1958.69,1892.36,53.82,56.11,51.46,28.61,28.06,29.15,72.23,39.21,36.44
5ZX2,ABCDEF:GH,DNA-directed RNA polymerase subunit alpha+DNA-directed RNA polymerase subunit beta+DNA-directed RNA polymerase subunit beta'+DNA-directed RNA polymerase subunit omega+ECF RNA polymerase sigma factor SigH,M. tuberculosis ,110+1174+1317+218+368,X,2.8,Hetero 6-mer,A,D,Protein-Protein,175.83,84.11,91.72,33.64,53.61,15.33,0.0,0.0,0.0,12.38,7.2,4.91
5ZX2,ABCDEF:GH,DNA-directed RNA polymerase subunit alpha+DNA-directed RNA polymerase subunit beta+DNA-directed RNA polymerase subunit beta'+DNA-directed RNA polymerase subunit omega+ECF RNA polymerase sigma factor SigH,M. tuberculosis ,110+1174+1317+218+368,X,2.8,Hetero 6-mer,A,B,Protein-Protein,3863.37,1977.94,1885.43,71.76,68.75,74.92,34.95,35.56,34.38,101.8,51.24,51.47
5ZX2,ABCDEF:GH,DNA-directed RNA polymerase subunit alpha+DNA-directed RNA polymerase subunit beta+DNA-directed RNA polymerase subunit beta'+DNA-directed RNA polymerase subunit omega+ECF RNA polymerase sigma factor SigH,M. tuberculosis ,110+1174+1317+218+368,X,2.8,Hetero 6-mer,C,D,Protein-Protein,17250.97,8777.85,8473.12,65.26,65.97,64.53,39.29,39.67,38.92,107.19,59.45,52.07
5ZX2,ABCDEF:GH,DNA-directed RNA polymerase subunit alpha+DNA-directed RNA polymerase subunit beta+DNA-directed RNA polymerase subunit beta'+DNA-directed RNA polymerase subunit omega+ECF RNA polymerase sigma factor SigH,M. tuberculosis ,110+1174+1317+218+368,X,2.8,Hetero 6-mer,C,F,Protein-Protein,3777.44,1836.38,1941.06,68.36,67.8,68.89,25.44,25.12,25.79,68.74,35.16,35.42
5ZX2,ABCDEF:GH,DNA-directed RNA polymerase subunit alpha+DNA-directed RNA polymerase subunit beta+DNA-directed RNA polymerase subunit beta'+DNA-directed RNA polymerase subunit omega+ECF RNA polymerase sigma factor SigH,M. tuberculosis ,110+1174+1317+218+368,X,2.8,Hetero 6-mer,C,E,Protein-Protein,526.37,267.36,259.01,35.72,33.4,38.11,5.26,6.45,3.85,32.28,17.61,15.23
5ZX2,ABCDEF:GH,DNA-directed RNA polymerase subunit alpha+DNA-directed RNA polymerase subunit beta+DNA-directed RNA polymerase subunit beta'+DNA-directed RNA polymerase subunit omega+ECF RNA polymerase sigma factor SigH,M. tuberculosis ,110+1174+1317+218+368,X,2.8,Hetero 6-mer,D,F,Protein-Protein,3853.8,1850.45,2003.35,60.22,61.03,59.47,24.55,26.13,22.87,67.94,35.42,33.02
5ZX2,ABCDEF:GH,DNA-directed RNA polymerase subunit alpha+DNA-directed RNA polymerase subunit beta+DNA-directed RNA polymerase subunit beta'+DNA-directed RNA polymerase subunit omega+ECF RNA polymerase sigma factor SigH,M. tuberculosis ,110+1174+1317+218+368,X,2.8,Hetero 6-mer,D,E,Protein-Protein,4262.95,2089.33,2173.62,67.73,65.31,70.05,33.81,30.32,37.69,96.2,46.93,53.14
5ZX2,ABCDEF:GH,DNA-directed RNA polymerase subunit alpha+DNA-directed RNA polymerase subunit beta+DNA-directed RNA polymerase subunit beta'+DNA-directed RNA polymerase subunit omega+ECF RNA polymerase sigma factor SigH,M. tuberculosis ,110+1174+1317+218+368,X,2.8,Hetero 6-mer,B,D,Protein-Protein,2568.52,1269.38,1299.14,58.39,59.05,57.75,24.56,23.61,25.55,64.81,32.71,34.28
